Word,E[I]
patsy,4.962782358180726
stank,4.96150081429918
reuse,4.960898363505914
token,4.960790881449477
chose,4.959684087513132
truce,4.959601795153076
screw,4.959155643912371
upset,4.958919751899
board,4.958574769653749
decor,4.958504438805637
unite,4.958457506814635
salad,4.957925057027942
price,4.9577660843087275
after,4.957533011603918
comet,4.954654948205664
surer,4.954046937310173
lower,4.953021166095371
lithe,4.952319060621218
usage,4.952212598102855
groan,4.952140711352585
rogue,4.948995649397872
mange,4.947768629904689
stork,4.947663101542005
money,4.947471188124552
pansy,4.946587549667291
crime,4.94565828840976
piano,4.943771555395749
adorn,4.943412399940035
baker,4.942733433087518
deity,4.942050501653683
fetus,4.941997493528142
bonus,4.9416945209514545
riser,4.941515514974539
minus,4.941446630037822
grain,4.940172221506624
brain,4.94010381097235
homer,4.937729336825492
eaten,4.937548000021108
ascot,4.935178308031762
prime,4.9350298176665985
wrest,4.934270996161434
filer,4.932779280763432
sigma,4.932155156413382
stove,4.930307212826146
spark,4.929972540308857
apron,4.927975867565004
noble,4.927167315111702
actor,4.926182296486017
shark,4.924974244629355
brake,4.924770812553269
cutie,4.9246863703428705
ocean,4.923640895682934
rabid,4.9229160100727265
opine,4.92175113122048
prune,4.920549856260751
elate,4.920114916778178
scalp,4.919711919856865
bride,4.919617680110479
hairy,4.918757471983733
lemon,4.918757226279448
pecan,4.917720475564682
fetal,4.9173219469023834
ankle,4.916039102086412
ultra,4.915041038635245
sheer,4.91391230278366
crash,4.911571042373253
teach,4.910713217314261
boule,4.909869472694537
broad,4.909426720515957
hasty,4.9092033954631145
untie,4.908223263967727
randy,4.907629387075512
shave,4.907245914197596
scold,4.9071662471767885
loose,4.906341652945063
towel,4.905685063385479
acorn,4.905264086071231
abled,4.9052367415356315
flier,4.903205157324558
plain,4.903057247199627
bagel,4.902739856038834
worst,4.902065224445863
naive,4.902026587484081
weary,4.902013055555524
braid,4.901782305983929
enact,4.900996850315538
leaky,4.8984129947038495
shout,4.898233534043336
semen,4.897965439468965
terra,4.897937743029256
creak,4.896675932536296
chore,4.896510291644269
carve,4.896283260011457
rifle,4.896277482918831
spurt,4.8944382642204
finer,4.894040471097568
filet,4.893797065200262
bathe,4.893060727549661
spout,4.892771358512507
leach,4.891864325077732
daunt,4.891518879550999
acrid,4.8909879147695845
today,4.89098320126982
piney,4.88985862956078
gloat,4.889201708819277
dress,4.887492675201995
ridge,4.887254712062039
blame,4.886054487713614
brute,4.885617800733867
bloat,4.885415128556205
siege,4.884374713538403
scout,4.883315011872246
honey,4.881484814787363
grant,4.880599513091208
gruel,4.880274427375755
abide,4.87957197703909
mural,4.8773724804219984
giant,4.876356748639695
credo,4.8759633075434605
mayor,4.874580760257878
sleep,4.873285192966636
amber,4.873239005811854
liken,4.871935024733359
poker,4.871590124271265
nerdy,4.868947801897061
tuber,4.868379616752949
sheik,4.868047317296425
slurp,4.867439593385529
sheet,4.865457339484757
guile,4.865001178433254
synod,4.864886743739451
other,4.86454121486051
plaid,4.86449654828705
lousy,4.863330803090277
recut,4.863316170041944
minor,4.862688889829218
tepid,4.861628578780341
grope,4.8613614630879
boney,4.861190712411091
crass,4.861134335061655
abort,4.8608420328645146
abode,4.859423289940861
slink,4.858331267830894
refit,4.857473040605623
guest,4.857334562965421
agent,4.856886558777667
lasso,4.856669490380423
sworn,4.855806855445707
sauna,4.855545674797295
slack,4.855460270836123
latte,4.853104036445576
depot,4.852961949210543
ample,4.852124350996153
facet,4.851243705109459
probe,4.851046519095761
voter,4.849742475719395
sling,4.849632037601663
baton,4.849322783241021
basic,4.8481935714453
frame,4.846436165021234
sumac,4.845920654683512
swirl,4.845606765910306
pilot,4.845493498952388
tango,4.845400968062134
alive,4.844588793671934
decay,4.84382247798154
gripe,4.842458790627444
tonga,4.842293246449319
bluer,4.839954821488211
wager,4.839663859001927
macro,4.839447666055293
bison,4.8394469136178335
aloud,4.839379996492844
arena,4.838485878655898
steed,4.838368447039581
point,4.83813711064425
cheat,4.83763597268872
plant,4.837432635354915
bused,4.836953768303561
lodge,4.836871048670018
golem,4.836524708939128
slimy,4.836415583511148
aorta,4.835541859671275
grasp,4.835199989610244
grime,4.833559711073037
ulcer,4.833332629605781
cargo,4.8322550500505
snaky,4.832070640367138
rivet,4.831810770952692
lover,4.830189060826233
adobe,4.829489200108528
first,4.829442518284639
navel,4.828246325348538
lemur,4.82704558712371
tiara,4.826320686712998
audit,4.822763463955724
cress,4.822214521517915
loamy,4.821723367299844
lurid,4.8214221508176
fried,4.8211129571005635
start,4.820778493761759
trove,4.820642198043871
press,4.820046415664398
stamp,4.819383263033282
treat,4.818639098986529
cagey,4.818390042161958
amend,4.818339144358494
parer,4.81816185373406
foist,4.817529936385332
biome,4.8166407660295345
rusty,4.816433958995671
clasp,4.816044443406055
shady,4.815423159777296
round,4.815079548413692
brash,4.814780858844959
modal,4.814438069987342
crust,4.814082502465531
reply,4.814002173823566
savoy,4.8138264336795515
yield,4.810676013825265
dense,4.810196354310259
agree,4.809472703201825
organ,4.809462580637677
roach,4.80922573458285
denim,4.8070170451251615
basis,4.806954021329488
force,4.806521767674881
noose,4.803915087854448
gaily,4.803904208211036
usher,4.803255303750233
spurn,4.802263439283878
piety,4.801348924245949
crude,4.800467114619673
swarm,4.799093398688427
sword,4.798917274241193
rehab,4.798812665320661
toast,4.798595733916311
frail,4.796868455429902
demon,4.79576383986009
frost,4.795744006906474
flair,4.795659128801081
gonad,4.7953315129866745
broil,4.7952221335301655
prude,4.7929723782216636
mince,4.792964271303773
begat,4.791609155284917
posse,4.791545653071732
break,4.79116721726022
heady,4.790899710631544
angst,4.79037781723178
lumen,4.790374758637747
court,4.789853421875028
weird,4.789659743801957
chair,4.7896495760762035
sheen,4.7890445461769335
ounce,4.788359008853491
disco,4.786157095050533
dirty,4.785949291971525
nomad,4.78540270139488
dopey,4.78531348534539
sewer,4.784906811712803
ester,4.784465595180216
glide,4.784455916940582
clash,4.783471878609598
relax,4.782364662891261
north,4.780360269282664
ovate,4.779960381686903
sprig,4.778674601096614
shank,4.777676825532366
intro,4.7770605685831145
spank,4.7766604062282365
sleek,4.776544336848085
irony,4.776267371662741
value,4.7751729710048245
adept,4.775131449738234
under,4.774638333679033
owner,4.773814680260422
silky,4.773688203500298
avert,4.771919490516794
print,4.771548130911255
cigar,4.770696466596408
dross,4.770372607381706
cower,4.7698656818795575
curio,4.769523734392201
wrist,4.768100138169947
power,4.76742060138457
faint,4.767241577921656
beady,4.767172230701179
valor,4.767010521481188
crave,4.766348216032441
scarf,4.766299017342186
amble,4.764477176827134
debit,4.764452448692738
liver,4.76356436015472
rebut,4.763070910503793
groin,4.763004210535714
grand,4.7612788631486875
virus,4.760920580297991
suing,4.760606648380689
broke,4.760163671167955
burst,4.75998108940667
brand,4.759301775843993
vista,4.759190393981753
tarot,4.758293095999789
tonic,4.7576256215505754
cobra,4.757070772837573
crept,4.755715462223875
image,4.7546351402763465
grass,4.753885075763179
leafy,4.753758566265815
stink,4.752280764210507
brass,4.751912102250312
knead,4.751629265619579
mower,4.750852233491148
snack,4.750816106426399
audio,4.7507597686067085
ralph,4.750632351463007
manly,4.750428297842392
nasal,4.75034288020464
robin,4.749921926775775
inlay,4.749625679515992
phone,4.749261810946191
deign,4.749093766875073
shunt,4.748808626424737
shove,4.748778187768962
wider,4.7486928181942
croak,4.748511958635816
scene,4.747955090342205
twine,4.7474018433400555
trite,4.747234359901518
gleam,4.746853065826514
eager,4.745479297044721
coupe,4.7444756838922695
steep,4.743715818054369
haunt,4.741941998929403
chest,4.741854230956325
flora,4.7417140277247904
class,4.7414057138270485
sting,4.741107628840827
dowel,4.740289388814014
foray,4.740070918102116
spiny,4.740061522422864
shiny,4.739397886560861
entry,4.738205542314942
crisp,4.7375921068391165
stack,4.737401807783288
aunty,4.737128452909716
corny,4.736739468501388
berth,4.735514818858065
fable,4.735348237513111
octal,4.734265278421902
prism,4.734169595655494
elite,4.734141252334307
pinto,4.732562664559062
visor,4.732265027354636
align,4.731723510891794
torso,4.730628716510488
beset,4.730149292350774
smirk,4.72800035833225
shirk,4.727358864646708
clued,4.727040915875578
smith,4.725436642196994
racer,4.725140861846163
fairy,4.7248039671296125
three,4.7244907703261685
dicey,4.723341502254817
began,4.7227428414878405
hardy,4.722200392978783
serve,4.721507815938047
viral,4.719514372520022
warty,4.719107901275151
foyer,4.718005168139718
midst,4.717988902158242
deter,4.717641288135505
panic,4.716904462274829
demur,4.716337796677593
erupt,4.716100797119114
whose,4.7141750702140754
felon,4.713809269923894
chart,4.713476076181604
float,4.712816836888105
gaunt,4.712587300173545
forge,4.711786949713134
swath,4.711774062278004
flame,4.711393107121359
thorn,4.7098295666817895
whale,4.709688508802165
badge,4.708947087980156
lusty,4.708497218851618
tempo,4.707092651414278
shaft,4.706460562641317
swept,4.706276483952763
swami,4.705453106639624
rhino,4.704669674308772
orbit,4.70422366925265
along,4.702972521021479
manic,4.699810177067399
guard,4.698837900978855
claim,4.6976532129345765
decry,4.696239737140709
psalm,4.696171669411233
abase,4.695953240057844
beret,4.694953449412317
hyena,4.6949298831413895
donut,4.694527135558998
tumor,4.693640560270614
cross,4.692873646704352
purge,4.6912412725041435
antic,4.689396026300772
trawl,4.68900582203291
roost,4.688036709903719
tramp,4.687293087924949
ranch,4.6870944729796395
lunge,4.684451800499234
moose,4.683858560029407
drank,4.683249922748566
mourn,4.681239750808795
sally,4.6809123149201675
tipsy,4.680897779899134
amiss,4.680677407568616
erode,4.680220968425274
retch,4.678319362790066
fecal,4.6782945097342505
bilge,4.677063925493493
maybe,4.675951582275387
mercy,4.674665487170048
maize,4.674637538814327
peach,4.6745018666435145
puree,4.674015114100634
adult,4.671383621310769
seedy,4.671274735051723
craze,4.666731016777365
carat,4.666458868512201
inept,4.6661306970741965
wafer,4.665957025920586
truss,4.6657187160256655
segue,4.66520253884839
voila,4.6644491657782305
ladle,4.664302104107931
drove,4.66331566620456
eagle,4.662696312075126
trait,4.662527572216207
moult,4.6616288138457485
gusto,4.661510662175525
shawl,4.660690828182946
stall,4.6596174437093785
speed,4.659492920373861
guide,4.658212411834847
halve,4.658064561706429
slick,4.6576377045607735
novel,4.656524725223627
dunce,4.656215117154087
sorry,4.65614356251925
sight,4.656080378179099
unmet,4.655942694349193
cabin,4.655865106559908
payee,4.655685449272457
stomp,4.655421147954902
risky,4.655028535486003
shelf,4.6549760041456265
amity,4.653563314520486
grave,4.651948485037232
sever,4.6517607664650535
sweet,4.6511203184345415
meter,4.65067701883794
ombre,4.650104562884699
corer,4.649815138320481
brave,4.649470336421281
tangy,4.649382131834035
bleak,4.6493756850768895
rodeo,4.649135881221429
horny,4.648999474923563
polka,4.6488367374371995
decoy,4.647701250129474
cover,4.647698414657153
final,4.6472419817475785
syrup,4.645697129417291
pasta,4.644576489344785
rival,4.644320497024344
drive,4.642655070103602
login,4.642633052412084
derby,4.641205100148825
truly,4.640788327815988
crony,4.640677418807166
glass,4.639843241608888
habit,4.6390538761881785
slunk,4.638146743479895
altar,4.6372320311890975
shaky,4.636545745492463
harpy,4.635783282574473
diver,4.634690655550343
hinge,4.6337362847676475
grief,4.633144055106347
wreak,4.632500119064632
slash,4.6324475512824055
viola,4.631812118344173
aloft,4.6315229630427694
slung,4.631392335512891
welsh,4.63063674371157
count,4.63021930157556
adopt,4.629909712683173
brief,4.629705673330545
mover,4.628883143849934
title,4.627664739455277
retro,4.6272036482060255
scamp,4.627085474357529
infer,4.626480625466537
fiery,4.624960232842499
bloke,4.623650979227674
olive,4.62301227773346
gavel,4.6221390119221075
gland,4.6221238419018
these,4.622001822167597
track,4.620666217189424
tubal,4.620248146062716
freak,4.6195656642014
spawn,4.619154704381613
preen,4.619146039999086
repel,4.618581635330511
choir,4.6183311382927865
madly,4.6182390339062005
globe,4.618069108630629
widen,4.617837493058129
gnome,4.617334340793892
flake,4.616420270585578
drier,4.614963837129039
azure,4.614505398564291
third,4.6141699644991565
bland,4.614129262874881
wield,4.614027080277311
admit,4.61268873347559
knelt,4.6126556846524345
enter,4.612119522752429
women,4.6115734702261655
torch,4.611364144669089
grout,4.610478468223351
bacon,4.610211560302397
buyer,4.608880634688999
leper,4.608877830331708
gazer,4.608804916013481
urban,4.6078309306248055
fresh,4.607655170293246
paper,4.607312443173241
fetid,4.6067476398251355
peace,4.606614374370043
scuba,4.6062134964879755
chain,4.606102926103514
micro,4.605579791941037
mount,4.605446884510035
rearm,4.6053853017257715
candy,4.605062527929971
draft,4.604903817010105
cloak,4.603736283159665
binge,4.603556234357193
field,4.603343565132125
bless,4.602370907380418
threw,4.601944378502408
primo,4.601529272212165
niche,4.601361076290704
lanky,4.599918862235815
scrum,4.599889735296289
haven,4.599646388055392
often,4.5995814455949455
uncle,4.599095490118779
askew,4.598943273726419
impel,4.598723228512838
fault,4.597144425514559
crank,4.596941959552022
girly,4.59402873733171
prank,4.5934954756056126
lapel,4.592765486796923
leery,4.592518239048383
mirth,4.5918376253749775
gnash,4.590845132946687
prove,4.59005500733393
greet,4.589681238320072
omega,4.589320389768858
proud,4.589234176438068
apnea,4.589179844906649
unlit,4.588748432036872
belie,4.588716447582596
latch,4.587554892182789
gross,4.58745124477388
dread,4.587349414926633
mango,4.587324096414114
wheat,4.585847250909659
goose,4.585628718634722
chard,4.583411073597046
sieve,4.5829636132853
fiber,4.581292085584224
clout,4.57947965410157
valid,4.57917535617948
lingo,4.578560583804681
awoke,4.576695303441991
taint,4.575505466766769
chide,4.575470190524293
covet,4.5748518191079315
flute,4.5741708143780615
caput,4.572695647049461
turbo,4.5725254516149985
world,4.5724264712250315
voice,4.572291542207334
datum,4.572129448721198
genre,4.571377476838426
sense,4.570777796528264
bowel,4.570715207550184
algae,4.570632653092894
pesky,4.569584016413332
clerk,4.568892252154095
perky,4.568538002692375
stock,4.5681438389950335
alley,4.568001796330886
movie,4.567342433652931
blend,4.5661167184862705
plume,4.565659633354059
aptly,4.564575274487593
study,4.563986369480402
dusty,4.5633378746358195
china,4.562363071592131
march,4.562353857086124
beach,4.562076533438593
stool,4.56076156642738
sooty,4.5603396819359245
could,4.560165093514327
crier,4.5601208375429225
hover,4.560109921318152
rupee,4.559948035169926
sheep,4.559738553804979
gourd,4.5570548371237924
sulky,4.554711838090602
truer,4.5545490386199035
chant,4.553711441961343
perch,4.553527754030003
ovine,4.5534027655657745
smack,4.553317991262941
waver,4.553087713328626
graze,4.552040075515256
inane,4.5510837169904175
there,4.550542156853933
overt,4.550295255917334
video,4.549089151551099
grind,4.548753861306341
rider,4.547343015226548
front,4.547212773223015
admin,4.547208962341584
midge,4.546795071247032
edict,4.5467253158860546
about,4.546681970902799
drawl,4.5460310830649995
neigh,4.545468875298662
vital,4.545360848856828
whole,4.5450687770191065
ensue,4.545060107035355
chute,4.544601318254857
brisk,4.544554468224158
focus,4.544474168513335
verse,4.543298843769705
seize,4.543162332919587
shrug,4.542847194475468
linen,4.54187986772822
basal,4.541091264732455
craft,4.540875310986402
glory,4.5407752190537
dried,4.540324983470547
wince,4.539960984477508
fiend,4.539819727978524
agate,4.5397417122223045
viper,4.538766126825991
twice,4.538332430142065
abate,4.538296984752846
shack,4.537430500115918
genie,4.537279774444726
tulip,4.536281727465337
ghost,4.5356309740227125
stick,4.534361636907292
spicy,4.5334618714527375
medic,4.532935045318601
aware,4.532777265186263
stilt,4.532709736565585
rebel,4.532587928587657
badly,4.5325709912361845
drawn,4.532506453324685
hazel,4.532294638495787
stunk,4.532053801119393
joist,4.53195924447176
faith,4.531398156279648
elder,4.531376409853003
elide,4.530410352844868
mauve,4.530178276351359
thief,4.528646539004985
cheap,4.527478311788285
creed,4.527023046840068
doing,4.526060058578968
begin,4.526012905288875
being,4.525646686869909
flyer,4.524824926267912
glint,4.5231975709285335
natal,4.522538371653193
stung,4.522283469867686
white,4.522108001630755
seven,4.521757419026493
hotly,4.52096909837667
ruler,4.520883443510759
until,4.520774036669328
while,4.519714628385718
rebar,4.51944266987239
handy,4.518358305438096
guilt,4.51808570214375
otter,4.5180481220123045
flirt,4.517410074601368
flash,4.516586913854699
agony,4.516555598830313
green,4.51638174219114
burnt,4.514662251776045
slump,4.513941161292815
built,4.513602380423795
angry,4.513479989205185
snowy,4.512823221914319
stash,4.512762946334801
total,4.512554670978277
waive,4.5123247192369815
shrub,4.51213068917077
forty,4.511835943097009
essay,4.510251266806887
topic,4.508865846558746
speck,4.508000315852272
debut,4.507248395320282
chasm,4.506161342298502
shift,4.505241542227322
tasty,4.504628256542156
liege,4.50448170464639
coven,4.504346271433369
label,4.504221110571772
vapor,4.504038094166423
girth,4.503122396574086
guess,4.502187988506161
birth,4.501343766084838
