Word,E[I]
cites,5.543035148799175
baser,5.542896314273448
nemas,5.542719670236131
heirs,5.542372389546893
noirs,5.542270133723078
capes,5.542069021946895
rokes,5.541825151557121
urase,5.541722698937881
beans,5.541596745119195
boras,5.541582065219691
lutes,5.541212296242401
uraos,5.541018418851723
geans,5.540693025815397
wears,5.540399409457816
loads,5.539828355089463
retia,5.539246374766524
gairs,5.539058617929733
leaks,5.538181351641669
porae,5.537824539826797
nodes,5.53709666969152
acers,5.536842751229282
realo,5.536550627399686
eyras,5.536094779887415
tices,5.535753198699847
etnas,5.535171723450888
terms,5.534894303280415
aegis,5.534891271127908
mails,5.533825591495334
datos,5.533689632422771
mites,5.5333692599659985
palis,5.532662868108607
maces,5.5326191486875835
limes,5.532505913357203
repos,5.532437811305807
losen,5.532235897933721
pines,5.531483025437211
cines,5.531446079202608
septa,5.530376629606127
stade,5.529525040048171
euros,5.529453757508746
ceils,5.529446324747415
rosed,5.529075664300347
artel,5.528867843744854
oared,5.528654025439981
fears,5.528469029907871
sited,5.528380174702957
hoars,5.527649696692755
ribes,5.527542732492443
donas,5.526640045321526
coals,5.52652500332145
sonde,5.526505096368806
maire,5.52573241674372
resto,5.525474963254667
carle,5.52471074701255
morae,5.524033865748735
sined,5.522629544824396
tinea,5.521817477964651
soree,5.52158054355318
sidle,5.521533766219544
denis,5.520613278789222
lunes,5.520517007423263
diels,5.520259932780012
lipes,5.5202582905016335
sales,5.520046633222809
malis,5.519968041344986
rases,5.519840812818277
perns,5.519564768365049
rands,5.519028646773411
doser,5.519023994215277
fores,5.518583622978226
mines,5.518522290734381
soger,5.5185186573209615
nards,5.518196134078633
coats,5.517924598932555
parle,5.517690504197837
liane,5.517324458674549
cures,5.517265171838979
lyres,5.516703597635537
pures,5.516283297729863
dalts,5.516093392832495
rotls,5.515915900472226
harts,5.515750146743842
hones,5.515711074050587
shoer,5.515658969833115
pareo,5.515491648541836
trads,5.515468369648807
resay,5.5151218287040455
socle,5.51433476151947
hades,5.514034536511339
talus,5.513914021856883
sloan,5.513740021338911
oners,5.51283086570316
calos,5.512253173524797
ronts,5.510543402859337
ketas,5.509211467519288
fates,5.50856583512352
wanes,5.508559689304517
corse,5.5081689191867484
seric,5.5076092871956694
colas,5.507209542733784
spane,5.506879419230637
ables,5.5068153410168925
lerps,5.506746320463238
boars,5.506566547944354
hoers,5.504650367591903
karos,5.504537177079723
keros,5.504085977553479
mures,5.5035864813492825
toges,5.503304973970553
moats,5.501662281904412
samey,5.500093311588019
botes,5.499970654195398
koras,5.499609251819968
fanes,5.498499612900107
spier,5.498416341199969
diets,5.498306219109256
rated,5.49827364895832
marle,5.498096626983799
sieur,5.497700932148207
meads,5.497490274349877
harls,5.496895062375433
morse,5.4963531367111935
sapor,5.495335903700808
biles,5.494435254415419
bones,5.494291643590999
molas,5.494290473343813
smore,5.494167065585608
loges,5.493387026333985
telia,5.493369399179379
goers,5.4932153364382685
poets,5.492633618665513
derat,5.492422100053441
gades,5.492202029896299
shier,5.492035055070286
nomes,5.491460750823345
raves,5.490474333498633
sault,5.490402714189228
sured,5.490126448436462
tamis,5.489936217016563
sural,5.489304801897944
slake,5.488910735792417
peons,5.488531464387835
snead,5.488400545301639
lobes,5.488331324979504
riems,5.48789648453796
anils,5.487749073792355
deair,5.4870671284050925
alecs,5.48699666718203
raiks,5.486395307365863
delts,5.486299609570335
daurs,5.486128559665935
manse,5.4857747792009315
nerds,5.485720760952699
sayed,5.485650723897189
ditas,5.485022638991595
laics,5.484897885234879
laten,5.4845547798532355
ramie,5.482485378052997
siree,5.482289356467179
ragis,5.481968203623458
prats,5.48164800795429
sears,5.48160912118792
rares,5.481030110624703
herls,5.4802498703985405
halse,5.479585875162787
rends,5.479547095514939
toile,5.479500883649021
dater,5.479482811427723
loast,5.479279887469442
keirs,5.478600595986266
sores,5.478227736919029
nides,5.478114373203765
tapis,5.477408067156699
cains,5.476918865996507
trons,5.474824187247743
eales,5.474595332441539
hames,5.472762845091867
sates,5.472658055175009
dorts,5.472077905396769
paren,5.471935804138325
toner,5.4718090896762765
loins,5.4707532651912105
pains,5.47074992319027
sield,5.470552459276178
rabis,5.470535153990305
earnt,5.469001625011951
duras,5.467247546058009
sonce,5.466254034065353
hails,5.465994070816362
salut,5.465697821315176
soyle,5.465409649029002
crues,5.465396033030515
roids,5.465237056587009
dants,5.465137648247929
sanes,5.464769109668928
moues,5.464314587657668
wires,5.462583457104459
reiks,5.4618299993550625
harns,5.46155500572508
manis,5.460969865754101
mains,5.460797036180474
simar,5.460762664175771
aulos,5.460469327792299
fires,5.460184059697801
lapis,5.459758587941694
rudes,5.458701061135713
peins,5.458556401818908
seity,5.456951274642033
tacos,5.456804482489382
yarns,5.456495988601535
latus,5.456445066655994
metis,5.456329178348568
pages,5.45545904272725
loams,5.455196913817428
ciels,5.4551259181787595
ronte,5.454671738313288
slaid,5.454576235805299
lions,5.454391460880676
penis,5.454019367548641
weals,5.453472910340045
games,5.45335328265959
speat,5.453063046486633
lieus,5.452847943188536
tosed,5.452807000485567
karts,5.452647206724534
neral,5.452490493097241
ornis,5.45248337831088
heils,5.4523780371765715
tokes,5.452025073891983
twaes,5.4515158226454306
daine,5.451389617258699
regos,5.4496604025556445
meins,5.449317029250951
osier,5.4492197630394354
kades,5.448307785631658
cages,5.448159414807534
gaols,5.448157319060883
antis,5.447810144188096
moans,5.447392784484208
arcos,5.446690673279543
traps,5.446382202812719
tenia,5.446001275635745
ramet,5.445911599932437
rakis,5.4454529388190895
sewar,5.445218077531659
arses,5.445131617953356
ideas,5.444946454370355
mages,5.444740447426773
noils,5.444186759841449
tiges,5.443295698447592
oaten,5.44310676475625
ogres,5.442040751845709
tours,5.442028288038624
bails,5.441808176991506
aidos,5.441041833295424
bites,5.4408029744671245
lokes,5.440648603162833
herns,5.440437226056136
biers,5.4404318545346335
narcs,5.4402122992780395
yites,5.439911506304841
setae,5.439504500443783
piets,5.439243496599408
tases,5.439158169190765
malts,5.4387770859008375
coirs,5.438222738680345
froes,5.437790990321482
lader,5.437742807895371
gites,5.4375533409636505
syren,5.437444304378572
tiler,5.437426886476907
arled,5.437373223566977
tuans,5.436952883982194
feals,5.436901536979406
sceat,5.4365132881131935
barns,5.436364165930703
gapes,5.436327625962507
monas,5.43611951853814
lomas,5.43598833318286
gaits,5.435894381719899
agers,5.435890263100597
sware,5.4356339130196085
losed,5.435594355006278
pelts,5.435061790999218
celts,5.4345483582849505
mabes,5.434453775015091
manos,5.4335518299573815
routs,5.4334951250053924
teres,5.4334486728862865
saunt,5.433090115366942
noyes,5.432358852411318
trins,5.432237877837999
tunas,5.432212325385042
sabed,5.432086265949391
olpes,5.432023055084859
duars,5.431249256332113
baits,5.431189670900761
dents,5.431119112152845
maile,5.431103803612748
abers,5.431069970109479
vales,5.430520506753991
domes,5.430333023320816
pater,5.4301425558309315
sepad,5.429852380169098
trams,5.42984740941583
dules,5.429718541296357
slaes,5.429569289892432
hanse,5.428609191542535
helos,5.428389023648879
saser,5.427736324781938
sopra,5.4276090524528255
bines,5.427501324749489
halos,5.426941899629102
slipe,5.425884899854357
farse,5.425544373279181
enols,5.4254145016059985
goals,5.425199497956517
sargo,5.424750882049558
feats,5.4246075444283814
dorsa,5.424270466638562
acros,5.424091293251544
lases,5.423760438133231
stied,5.423608976678666
steil,5.422272673233703
sires,5.422196656785464
heads,5.421971001073844
aline,5.421965040204742
starn,5.421534882301502
melts,5.421417318671249
stoai,5.42110398320534
breis,5.421079173306752
coset,5.421025275224156
wries,5.420633794683427
codes,5.42060965531809
sabir,5.420533404459721
caner,5.419681632548558
sture,5.41951658457614
pitas,5.419484380104389
aurei,5.419424722913915
autos,5.419272079472494
talcs,5.418830156621349
sadhe,5.418769649853731
reoil,5.418590356662376
saith,5.418356176556347
touse,5.418169518716109
sutra,5.417960513354388
cards,5.417864806173559
isnae,5.417605969236124
fries,5.416833678671637
crans,5.416140459500288
linos,5.415744708095236
rumes,5.415511180416552
spaed,5.415448971070812
mesal,5.414643878003213
orcas,5.41433035196837
larks,5.4142992928583
taigs,5.413660137158626
modes,5.413128939220646
geits,5.413090703840148
dopes,5.4130765456711725
pards,5.4127461091575935
shiel,5.41223532563111
miros,5.411972698278637
goats,5.411578693134626
prate,5.411438426499398
saver,5.4114138009672175
tahrs,5.410974015271491
rouls,5.410859975638375
alods,5.410366023898616
roist,5.410230086067501
trone,5.410214711481537
krais,5.410206767682578
cosie,5.410071453974311
rimae,5.40961272733433
resod,5.4094998143486395
targe,5.409409724254392
pians,5.40893452658632
lands,5.408659943331657
speal,5.408437980383465
goels,5.4083594753315305
cants,5.408167610463823
resid,5.407919300583873
ceria,5.407860073293103
siker,5.406995881193973
oriel,5.406834563463959
basen,5.4068077587293
coate,5.406605752315985
boats,5.405824330495973
sheal,5.40554328392836
mater,5.405381272956997
dirts,5.405353568797769
kames,5.405126368243115
ports,5.404896065496036
palet,5.404887925463929
presa,5.404491220371968
irons,5.404071719401738
nirls,5.4038935358503535
loner,5.40386032251664
lords,5.403684355493939
gorse,5.40347418561245
rosit,5.403170678488197
tends,5.403055853622087
shote,5.402969875914361
kesar,5.402300074116421
strad,5.401863246655891
doits,5.401363705415609
seals,5.400980863159666
cased,5.4008911152693235
skear,5.400615919921047
ribas,5.400258145935829
kails,5.40019051656767
beads,5.400110439496025
ailed,5.399841290969481
wetas,5.39982355536849
bolas,5.399105487047065
antre,5.398798362677894
cakes,5.398315022875546
pinas,5.398146832757392
oiler,5.398074579819862
karns,5.397329709685947
hains,5.397127663543788
yeads,5.396842791556828
dirls,5.39655873266461
limas,5.396463994893725
neist,5.396310748814622
pants,5.396306333737959
kites,5.396238626980548
tikes,5.395490296357335
kiers,5.395141014842391
lours,5.395048846190683
degas,5.39495164221544
urate,5.394632399212574
hoser,5.394551402785206
leafs,5.394221634768085
aitus,5.393498115830277
amirs,5.393340409091084
diols,5.393263840858141
morts,5.391538438338132
peart,5.390715293933508
leres,5.390703525534325
lunas,5.390445181469279
cesta,5.3897831038323165
anile,5.38976617851359
spile,5.389712398101008
raths,5.389230318301562
laves,5.388763236196742
minas,5.38860215408506
weans,5.388562952229764
trems,5.3885188044014525
kines,5.388370942422907
amens,5.388283933909925
eidos,5.388200556472758
makes,5.388015473798569
fetas,5.386900199080622
lipas,5.386859603710568
boets,5.38685610031001
trine,5.386843786456457
diane,5.3867549592868285
strep,5.38614908909922
tehrs,5.385911798567332
kalis,5.385795345881085
litre,5.385592063594776
bayes,5.384466814653718
mased,5.384438274202145
weros,5.384415741320489
seats,5.38437375696474
dearn,5.384215609976392
rance,5.384211806593113
denar,5.384148669388829
likes,5.383788880480084
shite,5.383730458726557
salic,5.383605792112229
tolar,5.383572831861241
lends,5.383400510114319
beaus,5.383377215275949
lated,5.382881276030439
pules,5.382641333494923
heast,5.382502843976595
slyer,5.382106765550293
sprat,5.3820920131956385
cared,5.381875230869172
salop,5.381860707510238
horis,5.3817509225074005
razes,5.381251248836132
lacer,5.381176152708195
tabis,5.380695596499746
comes,5.379988025751705
torsi,5.3790551651831064
relit,5.378807867265531
solah,5.378594872989049
muras,5.378331426957998
laiks,5.3779450489409175
salse,5.377916189084389
miens,5.377894593066388
crise,5.377856750506435
rayle,5.377708019784903
lotsa,5.377689419337632
prise,5.377290053141903
trays,5.377252817021325
luser,5.377127973236127
lamer,5.376773658601815
idles,5.376370257027775
faros,5.375930287383865
coste,5.375873388452528
pomes,5.375229909350973
vanes,5.375167700542555
cents,5.375078109563138
brats,5.374125529624216
perai,5.373930594834289
kerns,5.373669701886596
thars,5.373442018381626
aunts,5.373339514893465
dauts,5.3732604883588175
trape,5.3728077693362915
pared,5.372615573734624
dunes,5.37246380114184
derms,5.372233303018426
erics,5.37192753792973
toran,5.371600390012603
wairs,5.3710065618305265
crios,5.370960956417804
liter,5.370886902004163
mules,5.370783612924341
dimes,5.370608318319834
pents,5.370525844488523
ryals,5.370452551706248
redia,5.370425260205125
spean,5.370370168775017
scrat,5.36987619846637
halts,5.369705127565934
torcs,5.368770871982016
gains,5.368334418452986
aimer,5.367237275291194
areas,5.366999715584612
pilae,5.366564019494287
thrae,5.36639142441978
rudas,5.366217570591178
goris,5.365723333291446
copes,5.365357471921978
anole,5.365173184204216
labis,5.3651107211269675
fairs,5.365057036025445
lyase,5.36413510205106
tired,5.363659749941156
ludes,5.363313624685592
armet,5.362550690175102
weirs,5.362384431725497
eilds,5.361918620803272
gilas,5.361536046144157
psoae,5.36145754788888
koels,5.361245669295491
cides,5.361204090756354
oints,5.360345488875846
moste,5.360175059410989
tynes,5.359950677153013
epris,5.359942708516659
togas,5.359817708984796
ouens,5.359750956308251
besat,5.3594904853729215
noter,5.3589716128732645
oases,5.358118232294633
seamy,5.35804535813243
grues,5.35797259843502
yetis,5.357461755820299
kolas,5.357458183450355
leary,5.35722716468972
louis,5.357019279454333
loids,5.356474942452862
snoep,5.356467865805981
ayrie,5.356010898934802
swale,5.355853713891678
haler,5.35582830917236
steno,5.355750575359756
botas,5.3555766508852995
saris,5.3554142379289065
beins,5.3546323328036625
dices,5.354378713129099
speir,5.353865815551924
yages,5.353855051045902
heaps,5.353483148918362
takis,5.352955342201009
irade,5.3524228002285525
rangs,5.3509571418475605
adios,5.350691419747229
mopes,5.350676807085554
clats,5.350441468409539
benis,5.350219840755903
corns,5.350081119462267
lytes,5.349915608577696
soles,5.349907962607931
potae,5.349066465766313
saury,5.348830568871405
tyers,5.348427830132523
caids,5.348263180582149
trods,5.348188653394166
peags,5.348135038775996
tsade,5.347611159868609
plats,5.34745590903816
samek,5.347347563087538
aloed,5.347256384360189
rayne,5.346483417758557
birse,5.346430580548037
alist,5.3458416592200395
alure,5.345618873699406
salmi,5.34538752354032
nomas,5.345051498400898
stoep,5.344355017792594
sithe,5.3442833522460065
senas,5.3442168047507606
roses,5.343963250194748
pilea,5.343651680160445
lehrs,5.34338471367726
porns,5.343153076867668
carps,5.3428745127768655
coils,5.342842008125868
sneap,5.342291702215215
duals,5.3417849394712835
yelts,5.341176855395844
kaons,5.340883340892215
perst,5.34046214175214
nosed,5.339982949146891
warts,5.339893583402003
plues,5.339793351826548
suent,5.339599176461292
oyers,5.3392284166345725
katis,5.338987869187198
deist,5.3386561326366015
uraei,5.338283502504784
coits,5.3377483788832985
ranks,5.337506015270303
lowes,5.337389567128818
naled,5.337305693072658
wades,5.337169002711872
lande,5.336782715994348
soken,5.336330905661578
moire,5.336056063326969
lacet,5.335637641409524
blase,5.335549080108021
trees,5.335429236756159
seans,5.335098897640843
narks,5.3349828197187525
maids,5.334805398924034
mensa,5.334567400195519
clues,5.334493882392399
saros,5.334193058665668
haems,5.333951662308373
souce,5.333919985452151
rajes,5.333636963875812
haole,5.333614512147924
acmes,5.333477042135455
hards,5.333160523343195
owres,5.332744095243296
lauds,5.332678603500616
raxes,5.332282856894291
pyres,5.332155620757922
tolus,5.332070278380696
polis,5.331833466509096
moils,5.331770827346251
ramus,5.331532824153937
lynes,5.331365428341951
gelts,5.330841522773344
morns,5.330809179111209
trabs,5.330735533829874
cutes,5.330435412883318
liart,5.330327030132251
omers,5.3302246999394685
vires,5.330169711786928
farts,5.329415221642363
glias,5.329094654281376
treys,5.328914106835834
raias,5.328818767334034
lints,5.328719239033094
wiles,5.32864542513354
manet,5.328593793060394
kains,5.328493858890862
doges,5.328493401100777
petar,5.327807155276348
agues,5.327735303459625
belts,5.3271056801903365
aryls,5.3269577881091665
soras,5.326644201846037
abets,5.326481086580811
hoise,5.3263187357281
asper,5.326030396792879
dargs,5.325928305799166
adits,5.325700909596837
dolts,5.325640588419436
dobes,5.325471747204306
cadis,5.325344314267484
fones,5.325289985353295
agros,5.325209599517923
rears,5.324615920928235
nacre,5.324586787598508
fades,5.324415698695339
yards,5.324336422446292
taber,5.324330041627044
alder,5.32422136752775
giros,5.324063232633669
ariot,5.3239514109844635
pirls,5.323650736794628
cirls,5.323507112742685
louts,5.323378813942703
moits,5.32335925656703
files,5.323040997432207
soave,5.322812158765831
eosin,5.322745967519544
spart,5.3226268650423085
roted,5.322546160913774
gater,5.322469014503465
meous,5.3220300942785475
hants,5.322001072049341
soman,5.321672787643799
marcs,5.321609814137047
bemas,5.321466173242646
padis,5.32130192076693
sieth,5.321266180713236
rathe,5.3207928117410095
cauls,5.320596254338044
sairs,5.320575288679546
peaks,5.320424532526691
hakes,5.319963019020699
oaves,5.31956890408561
bodes,5.319539272407418
beams,5.31944895738434
biros,5.319425093704313
sehri,5.31831326574713
slued,5.317889316934164
shoat,5.3177270610594425
puers,5.317644249714936
abris,5.317331736678467
stope,5.316338252314336
mutes,5.3161348909015
rubes,5.3158262642690515
renay,5.315206094311277
slaty,5.315151805905859
koans,5.315144544547123
praus,5.31498881011005
piste,5.314973545456872
sucre,5.3149317162319285
scena,5.314738322444383
pauls,5.3146728937179155
pebas,5.314353739231219
roves,5.314219819134865
reifs,5.3140013133724056
veals,5.313767302246263
percs,5.313560389261519
roule,5.313554149964275
onces,5.313412060047561
scart,5.313384263943327
doest,5.313127270839419
seirs,5.312318943136636
morel,5.311823472707304
hosel,5.311454601358103
floes,5.311393561830722
alcos,5.311006390559138
bards,5.310699415747963
nitre,5.310461590416818
ousel,5.310364661454073
shero,5.309377267405078
